_ - sum,_ - overal_title,_ - hospital_name,_ - id_item_short
1059480.0,Коров'яче молоко сире,Комунальна медична установа  Центр первинної медико-санітарної допомоги,type:03
770000.0,Коров'яче молоко сире,Комунальна медична установа  Центр первинної медико-санітарної допомоги,type:03
668978.0,Деревина необроблена (деревина паливна ),КУ ЄМІЛЬЧИНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ЄМІЛЬЧИНСЬКОЇ РАЙОННОЇ РАДИ ЖИТОМИРСЬКОЇ ОБЛАСТІ,type:03
650000.0,Паливна деревина,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги"" Конотопської районної ради",type:03
500000.0,Паливна деревина,КЗ Центр первинної медико- санітарної допомоги Конотопського району,type:03
470250.0,Деревина (дрова),"КНП ""Центр первинної медико-санітарної допомоги Новоград-Волинського району""",type:03
450000.0,Овочі,"Комунальне некомерційне підприємство ""5-а міська клінічна лікарня м. Львова""",type:03
440000.0,Паливна деревина,КЗ Центр первинної медико- санітарної допомоги Конотопського району,type:03
418807.0,Дрова паливні твердих порід,"Комунальна установа ""Бершадський районний центр первинної медико-санітарної допомоги""",type:03
400000.0,Паливна деревина,"""ЦПМСД Овруцької райради""",type:03
393072.0,Дрова паливні середніх порід,"Комунальне некомерційне підприємство ""Олевський Центр первинної медичної допомоги"" Олевської міської ради",type:03
393072.0,Дрова паливні середніх порід,"Комунальне некомерційне підприємство ""Олевський Центр первинної медичної допомоги"" Олевської міської ради",type:03
393072.0,Дрова паливні середніх порід,"Комунальне некомерційне підприємство ""Олевський Центр первинної медичної допомоги"" Олевської міської ради",type:03
393072.0,Дрова паливні середніх порід,"Комунальне некомерційне підприємство ""Олевський Центр первинної медичної допомоги"" Олевської міської ради",type:03
344000.0,Дрова паливні твердих порід,Комунальний заклад Олевської районної ради Олевський районний Центр первинної медико-санітарної допомоги,type:03
327000.0,Деревина (дрова),"КНП ""Центр первинної медико-санітарної допомоги Новоград-Волинського району""",type:03
321400.0,Деревина паливна (твердих та хвойних порід),Кролевецький районний центр первинної медико - санітарної допомоги,type:03
315100.0,Дрова паливні твердих порід,"Комунальна установа ""Бершадський районний центр первинної медико-санітарної допомоги""",type:03
300000.0,Дрова паливні,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗНОБ-НОВГОРОДСЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ - СІМЕЙНОЇ МЕДИЦИНИ""",type:03
299500.0,Деревина,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
299500.0,Деревина,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
299500.0,Деревина,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
299500.0,Деревина,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
299500.0,Деревина,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
299500.0,Деревина,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
299500.0,Деревина,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
299500.0,Деревина,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
299500.0,Деревина,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
299500.0,Деревина,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
299500.0,Деревина,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
299500.0,Деревина,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
299500.0,Деревина,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
299500.0,Деревина,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
299500.0,Деревина,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
299500.0,Деревина,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
299500.0,Деревина,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
299500.0,Деревина,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
299500.0,Деревина,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
299500.0,Деревина,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
299500.0,Деревина,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
299500.0,Деревина,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
299500.0,Деревина,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
299500.0,Деревина,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
299500.0,Деревина,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
299500.0,Деревина,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
299500.0,Деревина,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
297000.0,Деревина (дрова паливні),"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги Мукачівського району"" Мукачівської районної ради",type:03
290000.0,"Дрова твердих порід (включаючи доставку, погрузку і розгрузку)","КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ВОВЧАНСЬКОГО РАЙОНУ"" ВОВЧАНСЬКОЇ РАЙОННОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
